hour,nl_node_PV,nl_node_OffW,nl_node_OnW,de_node_PV,de_node_OffW,de_node_OnW,fr_node_PV,fr_node_OffW,fr_node_OnW,be_node_PV,be_node_OffW,be_node_OnW,uk_node_PV,uk_node_OffW,uk_node_OnW
167,0.0000102,0.146288,0.0481141,0.00000608,0.170839,0.0279155,0.00000609,0.472154,0.0738018,0,0.0956597,0.0528905,0.00000531,0.149436,0.103964
168,0.00000855,0.10284,0.0387102,0.00000507,0.150991,0.0280589,0.00000509,0.47597,0.0863437,0,0.126825,0.056964,0.00000443,0.135387,0.097542
169,0.00000685,0.0661051,0.0321239,0.00000407,0.132105,0.0282984,0.00000408,0.479788,0.100158,0,0.161469,0.0613146,0.00000356,0.121897,0.0913583
170,0.00000516,0.0661051,0.0321239,0.00000307,0.132105,0.0282984,0.00000307,0.479788,0.100158,0,0.161469,0.0613146,0.00000268,0.121897,0.0913583
171,0.00000344,0.0445714,0.0350704,0.00000204,0.161228,0.0308114,0.00000205,0.504933,0.127957,0,0.1308,0.0846063,0.00000179,0.147413,0.094462
172,0.00000172,0.0272579,0.0387495,0.00000102,0.192498,0.0354826,0.00000102,0.530069,0.159186,0,0.10279,0.112983,0.000000893,0.17478,0.0976279
173,0,0.0272579,0.0387495,0,0.192498,0.0354826,0,0.530069,0.159186,0,0.10279,0.112983,0,0.17478,0.0976279
174,0.0016644,0.0548166,0.0566163,0.0019556,0.235272,0.0500252,0.0019109,0.561733,0.212541,0.0021154,0.136984,0.155426,0.0005003,0.21429,0.109034
175,0.0033287,0.0914788,0.0819628,0.0039111,0.280692,0.0713523,0.0038218,0.593174,0.271313,0.0042309,0.174977,0.203889,0.0010007,0.256424,0.121135
176,0.0049931,0.0914788,0.0819628,0.0058667,0.280692,0.0713523,0.0057327,0.593174,0.271313,0.0063463,0.174977,0.203889,0.001501,0.256424,0.121135
177,0.0278044,0.168898,0.1294,0.0218178,0.324259,0.0926683,0.0296985,0.590729,0.2983,0.0333366,0.233301,0.235629,0.0227036,0.270353,0.131093
178,0.0506156,0.262833,0.187787,0.0377689,0.369265,0.117464,0.0536643,0.588282,0.32589,0.0603269,0.296756,0.268855,0.0439061,0.284492,0.141439
179,0.0734268,0.262833,0.187787,0.05372,0.369265,0.117464,0.0776302,0.588282,0.32589,0.0873171,0.296756,0.268855,0.0651087,0.284492,0.141439
180,0.0788761,0.304246,0.202981,0.0536917,0.385715,0.167188,0.0874948,0.605888,0.384849,0.0967142,0.35193,0.301783,0.0771951,0.251426,0.141552
181,0.0843254,0.347166,0.218615,0.0536633,0.402285,0.224329,0.0973595,0.623371,0.444679,0.106111,0.408972,0.335585,0.0892815,0.219639,0.141666
182,0.0897746,0.347166,0.218615,0.053635,0.402285,0.224329,0.107224,0.623371,0.444679,0.115508,0.408972,0.335585,0.101368,0.219639,0.141666
183,0.0690627,0.409102,0.248959,0.0405515,0.509715,0.24723,0.0849213,0.632397,0.43553,0.0897754,0.488868,0.371482,0.0802599,0.179281,0.155665
184,0.0483508,0.472387,0.280507,0.0274681,0.61677,0.27082,0.0626184,0.641382,0.426378,0.0640425,0.569042,0.407801,0.0591519,0.141996,0.170254
185,0.0276388,0.472387,0.280507,0.0143846,0.61677,0.27082,0.0403155,0.641382,0.426378,0.0383096,0.569042,0.407801,0.0380439,0.141996,0.170254
186,0.0184923,0.545665,0.347056,0.009631,0.639319,0.321956,0.0277587,0.684554,0.461473,0.0257827,0.624165,0.4368,0.0259147,0.195893,0.183798
187,0.0093458,0.618073,0.415783,0.0048774,0.661596,0.374824,0.015202,0.726332,0.496343,0.0132559,0.677877,0.465761,0.0137854,0.255617,0.197759
188,0.0001993,0.618073,0.415783,0.0001238,0.661596,0.374824,0.0026453,0.726332,0.496343,0.000729,0.677877,0.465761,0.0016561,0.255617,0.197759
189,0.0001346,0.667816,0.467924,0.0000843,0.673803,0.412007,0.0017651,0.735947,0.498452,0.000486,0.676445,0.469957,0.001106,0.282646,0.182036
190,0.0000699,0.715922,0.519472,0.0000449,0.685905,0.449318,0.0008848,0.745462,0.50056,0.000243,0.675011,0.474149,0.0005559,0.310411,0.166848
191,0.00000512,0.715922,0.519472,0.00000544,0.685905,0.449318,0.00000463,0.745462,0.50056,0,0.675011,0.474149,0.00000579,0.310411,0.166848
192,0.00000427,0.781188,0.576596,0.00000454,0.728085,0.47766,0.00000387,0.758629,0.507689,0,0.726496,0.51971,0.00000484,0.353352,0.156156
193,0.00000343,0.840571,0.630749,0.00000364,0.76848,0.505782,0.0000031,0.771577,0.514795,0,0.775369,0.564188,0.00000388,0.397401,0.145783
194,0.00000258,0.840571,0.630749,0.00000274,0.76848,0.505782,0.00000234,0.771577,0.514795,0,0.775369,0.564188,0.00000292,0.397401,0.145783
195,0.00000172,0.89887,0.668295,0.00000183,0.834608,0.535596,0.00000156,0.763391,0.501692,0,0.800925,0.607878,0.00000195,0.4187,0.152099
196,0.000000861,0.945577,0.703086,0.000000914,0.892093,0.564852,0.000000779,0.755114,0.488516,0,0.825397,0.649295,0.000000974,0.440138,0.158538
197,0,0.945577,0.703086,0,0.892093,0.564852,0,0.755114,0.488516,0,0.825397,0.649295,0,0.440138,0.158538
198,0.0009622,0.955938,0.714337,0.0012298,0.916533,0.58158,0.0015026,0.787127,0.492018,0.0008285,0.891111,0.64331,0.0004225,0.472226,0.189298
199,0.0019244,0.965251,0.725185,0.0024596,0.938199,0.598033,0.0030052,0.817607,0.495516,0.0016571,0.9434,0.637264,0.000845,0.50442,0.222184
200,0.0028866,0.965251,0.725185,0.0036894,0.938199,0.598033,0.0045077,0.817607,0.495516,0.0024856,0.9434,0.637264,0.0012674,0.50442,0.222184
201,0.0163857,0.987166,0.753567,0.0130882,0.950281,0.612128,0.0227906,0.820799,0.500791,0.012617,0.972966,0.669464,0.0204134,0.517309,0.238587
202,0.0298848,0.9971,0.77812,0.022487,0.961123,0.625969,0.0410735,0.823972,0.506055,0.0227484,0.99145,0.699598,0.0395594,0.53019,0.255367
203,0.0433839,0.9971,0.77812,0.0318858,0.961123,0.625969,0.0593564,0.823972,0.506055,0.0328798,0.99145,0.699598,0.0587053,0.53019,0.255367
204,0.0428342,0.997559,0.784134,0.0324325,0.988336,0.64427,0.0709537,0.830032,0.537848,0.0368326,0.990836,0.738101,0.0701485,0.55509,0.263137
205,0.0422845,0.99714,0.789816,0.0329793,0.997551,0.662018,0.082551,0.836013,0.568993,0.0407853,0.990193,0.770986,0.0815917,0.579868,0.270974
206,0.0417348,0.99714,0.789816,0.033526,0.997551,0.662018,0.0941483,0.836013,0.568993,0.0447381,0.990193,0.770986,0.0930349,0.579868,0.270974
207,0.0313551,0.994579,0.790189,0.0254846,0.990316,0.644807,0.0750877,0.800399,0.481107,0.0348369,0.993966,0.698967,0.073793,0.623668,0.297747
208,0.0209754,0.989613,0.79056,0.0174431,0.968711,0.627075,0.0560272,0.762445,0.390842,0.0249356,0.996418,0.607721,0.054551,0.666579,0.325119
209,0.0105957,0.989613,0.79056,0.0094016,0.968711,0.627075,0.0369666,0.762445,0.390842,0.0150344,0.996418,0.607721,0.0353091,0.666579,0.325119
210,0.0070994,0.982957,0.80119,0.0062895,0.972099,0.615568,0.0253166,0.742292,0.356571,0.0101093,0.997079,0.563088,0.0240695,0.725022,0.355646
211,0.0036031,0.974185,0.810254,0.0031774,0.975265,0.603881,0.0136667,0.721661,0.322779,0.0051842,0.997459,0.516704,0.0128298,0.78015,0.38657
212,0.0001069,0.974185,0.810254,0.0000654,0.975265,0.603881,0.0020168,0.721661,0.322779,0.0002591,0.997459,0.516704,0.0015902,0.78015,0.38657
213,0.000073,0.983279,0.804723,0.0000452,0.946121,0.59504,0.0013462,0.674324,0.298598,0.0001756,0.995551,0.488817,0.0010613,0.797477,0.391754
214,0.000039,0.990079,0.798555,0.000025,0.9038,0.586111,0.0006757,0.625323,0.274882,0.000092,0.991296,0.460663,0.0005323,0.814311,0.396944
215,0.00000512,0.990079,0.798555,0.0000048,0.9038,0.586111,0.00000512,0.625323,0.274882,0.00000853,0.991296,0.460663,0.00000338,0.814311,0.396944
216,0.00000427,0.992924,0.792472,0.00000401,0.898191,0.558908,0.00000427,0.574195,0.238716,0.00000712,0.984463,0.420897,0.00000282,0.821916,0.396172
217,0.00000343,0.995079,0.785906,0.00000321,0.892403,0.531092,0.00000343,0.522349,0.204261,0.00000571,0.9753,0.381199,0.00000226,0.829406,0.3954
218,0.00000258,0.995079,0.785906,0.00000242,0.892403,0.531092,0.00000258,0.522349,0.204261,0.0000043,0.9753,0.381199,0.00000171,0.829406,0.3954
219,0.00000172,0.997097,0.743165,0.00000161,0.895927,0.493241,0.00000172,0.452117,0.153029,0.00000287,0.913836,0.289251,0.00000114,0.850016,0.411445
220,0.000000861,0.989306,0.689336,0.000000807,0.899387,0.454856,0.000000861,0.382753,0.108632,0.00000143,0.821702,0.204321,0.000000568,0.869596,0.427514
221,0,0.989306,0.689336,0,0.899387,0.454856,0,0.382753,0.108632,0,0.821702,0.204321,0,0.869596,0.427514
222,0.0003671,0.974052,0.665557,0.0010973,0.920289,0.418154,0.0027838,0.321358,0.0856555,0.0011531,0.801477,0.171968,0.0002343,0.880645,0.440801
223,0.0007343,0.951744,0.640558,0.0021946,0.938513,0.381531,0.0055676,0.262671,0.0660534,0.0023061,0.780516,0.142006,0.0004686,0.891294,0.454077
224,0.0011014,0.951744,0.640558,0.003292,0.938513,0.381531,0.0083515,0.262671,0.0660534,0.0034592,0.780516,0.142006,0.0007029,0.891294,0.454077
225,0.0081031,0.927981,0.619324,0.0123293,0.947947,0.362649,0.0374814,0.190251,0.0477936,0.0196076,0.721679,0.127769,0.0132266,0.899977,0.461201
226,0.0151048,0.900077,0.597451,0.0213666,0.956508,0.3439,0.0666114,0.126581,0.0351516,0.035756,0.659138,0.114287,0.0257502,0.908354,0.468317
227,0.0221065,0.900077,0.597451,0.030404,0.956508,0.3439,0.0957413,0.126581,0.0351516,0.0519044,0.659138,0.114287,0.0382739,0.908354,0.468317
228,0.0268491,0.84435,0.568658,0.0339378,0.966493,0.319507,0.109525,0.0717295,0.028625,0.0580303,0.586986,0.0949032,0.0468074,0.895724,0.457711
229,0.0315917,0.779744,0.53911,0.0374717,0.975022,0.295497,0.123309,0.0315198,0.0288844,0.0641561,0.513115,0.0776314,0.0553409,0.882422,0.447087
230,0.0363343,0.779744,0.53911,0.0410055,0.975022,0.295497,0.137092,0.0315198,0.0288844,0.070282,0.513115,0.0776314,0.0638745,0.882422,0.447087
231,0.0285613,0.779563,0.523224,0.0318687,0.991247,0.275423,0.10886,0.0376679,0.0320134,0.0547924,0.483729,0.0545441,0.0506812,0.874412,0.448344
232,0.0207884,0.779384,0.507197,0.0227319,0.997449,0.255745,0.080627,0.0443773,0,0.0393028,0.454397,0.0381939,0.037488,0.866191,0.449601
233,0.0130154,0.779384,0.507197,0.013595,0.997449,0.255745,0.0523945,0.0443773,0.0373393,0.0238132,0.454397,0.0381939,0.0242947,0.866191,0.449601
234,0.0087072,0.714047,0.461751,0.0091016,0.995723,0.243003,0.0360285,0.0491736,0.0308851,0.016068,0.421372,0.0370915,0.0164895,0.873904,0.457286
235,0.004399,0.644356,0.415918,0.0046081,0.988517,0.230471,0.0196625,0.0542094,0.0280441,0.0083228,0.388665,0.0360486,0.0086843,0.881432,0.464962
236,0.0000908,0.644356,0.415918,0.0001147,0.988517,0.230471,0.0032965,0.0542094,0.0280441,0.0005777,0.388665,0.0360486,0.0008791,0.881432,0.464962
237,0.0000614,0.607463,0.410994,0.0000768,0.976554,0.221994,0.0021983,0.0464444,0.027891,0.000387,0.341984,0.0375009,0.0005878,0.875442,0.441488
238,0.000032,0.570011,0.406073,0.0000389,0.960054,0.213629,0.0011,0.0392709,0.028376,0.0001964,0.296662,0.0390657,0.0002966,0.869335,0.417975
239,0.00000258,0.570011,0.406073,0.000000968,0.960054,0.213629,0.00000172,0.0392709,0.028376,0.00000574,0.296662,0.0390657,0.00000536,0.869335,0.417975
240,0.00000172,0.545576,0.406365,0.000000645,0.953072,0.202184,0.00000115,0.0252138,0.0278892,0.00000383,0.261868,0.033813,0.00000357,0.849767,0.392121
241,0.000000861,0.521044,0.406657,0.000000323,0.945561,0.190978,0.000000574,0.0145468,0.0288835,0.00000191,0.228394,0.0301715,0.00000179,0.829174,0.366403
242,0,0.521044,0.406657,0,0.945561,0.190978,0,0.0145468,0.0288835,0,0.228394,0.0301715,0,0.829174,0.366403
243,0,0.506033,0.390286,0,0.910133,0.164676,0,0.0174654,0.0290879,0,0.201856,0.0278689,0,0.778635,0.35613
244,0,0.491018,0.373972,0,0.867343,0.140084,0,0.0207214,0.0293113,0,0.176477,0.0303218,0,0.72399,0.345901
245,0,0.491018,0.373972,0,0.867343,0.140084,0,0.0207214,0.0293113,0,0.176477,0.0303218,0,0.72399,0.345901
246,0.0007953,0.45443,0.337907,0.0016403,0.871969,0.135852,0.0043329,0.0254485,0.0286545,0.0017668,0.177909,0.0283369,0.0001886,0.697242,0.325111
247,0.0015907,0.418066,0.30252,0.0032806,0.87653,0.131684,0.0086657,0.0307212,0.0281972,0.0035337,0.179346,0.0279041,0.0003773,0.669877,0.304584
248,0.002386,0.418066,0.30252,0.0049208,0.87653,0.131684,0.0129986,0.0307212,0.0281972,0.0053005,0.179346,0.0279041,0.0005659,0.669877,0.304584
249,0.0152332,0.423219,0.297467,0.0172769,0.870541,0.127775,0.0516038,0.0220178,0.0302782,0.0208159,0.157304,0.0278692,0.0088342,0.642989,0.27985
250,0.0280804,0.428378,0.292435,0.029633,0.864439,0.123925,0.0902091,0.0149461,0.0343401,0.0363313,0.136383,0.027919,0.0171026,0.61569,0.25569
251,0.0409276,0.428378,0.292435,0.0419891,0.864439,0.123925,0.128814,0.0149461,0.0343401,0.0518467,0.136383,0.027919,0.0253709,0.61569,0.25569
252,0.0432851,0.36111,0.283221,0.0439341,0.856313,0.121277,0.142274,0.0047041,0.0383848,0.0521246,0.0729421,0.0302969,0.032467,0.542317,0.218556
253,0.0456426,0.296248,0.274085,0.045879,0.848005,0.118658,0.155734,0.0071576,0,0.0524026,0.0281888,0,0.0395631,0.468118,0.183541
254,0.0480001,0.296248,0.274085,0.0478239,0.848005,0.118658,0.169194,0.0071576,0.0434538,0.0526805,0.0281888,0.0363706,0.0466592,0.468118,0.183541
255,0.0367909,0.230968,0.205621,0.036636,0.788607,0.0785698,0.133398,0.0085357,0.0375882,0.0400019,0.0090407,0.0290182,0.0374534,0.393662,0.156154
256,0.0255818,0.171189,0.144824,0.025448,0.72297,0.0490317,0.0976009,0,0.033139,0.0273233,0.0043443,0.0283992,0.0282476,0.321402,0.130769
257,0.0143726,0.171189,0.144824,0.0142601,0.72297,0.0490317,0.0618043,0.010173,0.033139,0.0146447,0.0043443,0.0283992,0.0190418,0.321402,0.130769
258,0.0096267,0.19339,0.165371,0.0095383,0.709708,0.0502556,0.0424747,0.0054919,0.0309835,0.0098612,0.0074751,0.0285036,0.0130118,0.326389,0.136657
259,0.0048807,0.216531,0.187087,0.0048166,0.696281,0.0515112,0.0231451,0.0040521,0.0294005,0.0050776,0.0214597,0.0286173,0.0069819,0.331393,0.14267
260,0.0001348,0.216531,0.187087,0.0000949,0.696281,0.0515112,0.0038155,0.0040521,0.0294005,0.0002941,0.0214597,0.0286173,0.000952,0.331393,0.14267
261,0.000095,0.224412,0.174586,0.0000646,0.679867,0.0499425,0.0025454,0.0074943,0.0279159,0.0001998,0.0181534,0.0279008,0.0006363,0.342671,0.137439
262,0.0000552,0.232385,0.162448,0.0000342,0.66325,0.0484235,0.0012752,0.0171332,0.0284926,0.0001056,0.0151786,0.0294005,0.0003206,0.354031,0.132301
263,0.0000154,0.232385,0.162448,0.00000384,0.66325,0.0484235,0.00000512,0.0171332,0.0284926,0.0000114,0.0151786,0.0294005,0.00000483,0.354031,0.132301
264,0.0000128,0.190468,0.129582,0.0000032,0.653568,0.0447376,0.00000427,0.0378412,0.0306389,0.00000949,0.0077845,0.0356749,0.00000403,0.342085,0.135272
265,0.0000103,0.151607,0.100429,0.00000257,0.643828,0.0413939,0.00000343,0.0670647,0.0342595,0.00000762,0.0043024,0,0.00000323,0.330228,0.138275
266,0.00000775,0.151607,0.100429,0.00000194,0.643828,0.0413939,0.00000258,0.0670647,0.0342595,0.00000574,0.0043024,0.0470592,0.00000244,0.330228,0.138275
267,0.00000516,0.0937937,0.0707873,0.00000129,0.547613,0.0373153,0.00000172,0.138583,0.0411946,0.00000383,0.0040822,0.0613844,0.00000162,0.354312,0.168195
268,0.00000258,0.0484754,0.0482281,0.000000645,0.449778,0.0339387,0.000000861,0.229372,0.050464,0.00000191,0.0040693,0,0.000000812,0.378737,0.200593
269,0,0.0484754,0.0482281,0,0.449778,0.0339387,0,0.229372,0.050464,0,0.0040693,0.0800026,0,0.378737,0.200593
270,0.0014412,0.0632012,0.0637714,0.0032692,0.392905,0.0350356,0.0042722,0.343235,0.0721035,0.0016082,0.0189393,0.0587923,0.000298,0.475853,0.271966
271,0.0028825,0.0797352,0.0831375,0.0065385,0.33733,0.0362197,0.0085445,0.466157,0.0998725,0.0032164,0.0625148,0,0.0005961,0.573837,0.349088
272,0.0043237,0.0797352,0.0831375,0.0098077,0.33733,0.0362197,0.0128167,0.466157,0.0998725,0.0048246,0.0625148,0.043328,0.0008941,0.573837,0.349088
273,0.0241375,0.152868,0.118428,0.0376318,0.308077,0.0439712,0.0469124,0.600222,0.138116,0.0241981,0.137368,0.0281613,0.0123607,0.672667,0.414453
274,0.0439513,0.243171,0.160371,0.065456,0.279513,0.0540419,0.0810082,0.727751,0.18232,0.0435717,0.234058,0.0351774,0.0238273,0.764959,0.480158
275,0.0637651,0.243171,0.160371,0.0932801,0.279513,0.0540419,0.115104,0.727751,0.18232,0.0629452,0.234058,0.0351774,0.0352939,0.764959,0.480158
276,0.069827,0.300151,0.204324,0.0992902,0.289861,0.0531607,0.123858,0.795296,0.223706,0.0703674,0.282457,0.0504185,0.0411273,0.800085,0.539662
277,0.0758889,0.360119,0.252162,0.1053,0.300309,0.0522933,0.132612,0.855955,0.267952,0.0777895,0.333284,0.0731213,0.0469606,0.833203,0.596878
278,0.0819508,0.360119,0.252162,0.11131,0.300309,0.0522933,0.141367,0.855955,0.267952,0.0852117,0.333284,0.0731213,0.0527939,0.833203,0.596878
279,0.0633467,0.42372,0.278871,0.0856496,0.347504,0.0753696,0.109669,0.801273,0.29575,0.0664605,0.418245,0.117318,0.0416414,0.832812,0.58765
280,0.0447426,0.4885,0.306291,0.059989,0.396109,0.104868,0.0779707,0.740797,0.324205,0.0477094,0.505496,0.172848,0.0304888,0.832421,0.578332
281,0.0261385,0.4885,0.306291,0.0343285,0.396109,0.104868,0.0462728,0.740797,0.324205,0.0289583,0.505496,0.172848,0.0193363,0.832421,0.578332
282,0.0175045,0.58455,0.385104,0.0229958,0.444482,0.146061,0.0312864,0.726274,0.299482,0.019536,0.570611,0.217358,0.0131549,0.845758,0.587339
283,0.0088705,0.677784,0.465481,0.0116631,0.493342,0.193579,0.0163001,0.71153,0.27524,0.0101137,0.634649,0.265398,0.0069735,0.858671,0.596261
284,0.0002365,0.677784,0.465481,0.0003304,0.493342,0.193579,0.0013138,0.71153,0.27524,0.0006914,0.634649,0.265398,0.0007921,0.858671,0.596261
285,0.0001577,0.694411,0.476583,0.0002225,0.533811,0.205738,0.0008776,0.674721,0.261911,0.0004628,0.682577,0.300268,0.0005292,0.85784,0.594105
286,0.0000788,0.710812,0.487651,0.0001146,0.574085,0.21817,0.0004413,0.636912,0.248779,0.0002343,0.728814,0.336135,0.0002663,0.857007,0.591944
287,0,0.710812,0.487651,0.00000672,0.574085,0.21817,0.00000512,0.636912,0.248779,0.00000569,0.728814,0.336135,0.00000338,0.857007,0.591944
288,0,0.739529,0.514309,0.00000561,0.603593,0.225568,0.00000427,0.587596,0.23911,0.00000475,0.703723,0.332014,0.00000282,0.855827,0.565164
289,0,0.767343,0.540618,0.0000045,0.632766,0.233051,0.00000343,0.53748,0.229567,0.00000381,0.678062,0.327904,0.00000226,0.854643,0.537753
290,0,0.767343,0.540618,0.00000339,0.632766,0.233051,0.00000258,0.53748,0.229567,0.00000287,0.678062,0.327904,0.00000171,0.854643,0.537753
291,0,0.754343,0.542252,0.00000226,0.694723,0.263092,0.00000172,0.515762,0.226652,0.00000191,0.60952,0.317984,0.00000114,0.807492,0.476467
292,0,0.741129,0.543884,0.00000113,0.753635,0.294173,0.000000861,0.494019,0.22375,0.000000956,0.538973,0.308129,0.000000568,0.755888,0.414147
293,0,0.741129,0.543884,0,0.753635,0.294173,0,0.494019,0.22375,0,0.538973,0.308129,0,0.755888,0.414147
294,0.0016678,0.747353,0.571491,0.0030396,0.799392,0.314138,0.001321,0.416426,0.218868,0.0004566,0.478398,0.287841,0.0001008,0.749205,0.37904
295,0.0033356,0.753532,0.59842,0.0060792,0.84181,0.334383,0.0026419,0.340689,0.214024,0.0009133,0.418119,0.267915,0.0002016,0.742468,0.344274
296,0.0050034,0.753532,0.59842,0.0091187,0.84181,0.334383,0.0039629,0.340689,0.214024,0.0013699,0.418119,0.267915,0.0003023,0.742468,0.344274
297,0.0262031,0.743953,0.58975,0.0313442,0.845987,0.353463,0.0229414,0.286966,0.204119,0.0051946,0.384317,0.266124,0.0063369,0.705378,0.313525
298,0.0474029,0.734266,0.580998,0.0535697,0.850121,0.372702,0.0419199,0.235871,0.194392,0.0090194,0.351016,0.264336,0.0123715,0.667014,0.283422
299,0.0686027,0.734266,0.580998,0.0757952,0.850121,0.372702,0.0608984,0.235871,0.194392,0.0128441,0.351016,0.264336,0.018406,0.667014,0.283422
300,0.0738301,0.709412,0.548324,0.0766903,0.836328,0.340877,0.0768739,0.234441,0.190532,0.0148644,0.302992,0.253616,0.0249425,0.600427,0.249417
301,0.0790575,0.683977,0.514849,0.0775854,0.822088,0.309562,0.0928495,0.233013,0.186702,0.0168847,0.256863,0.243034,0.0314791,0.532127,0.216803
302,0.0842849,0.683977,0.514849,0.0784804,0.822088,0.309562,0.108825,0.233013,0.186702,0.0189051,0.256863,0.243034,0.0380156,0.532127,0.216803
303,0.0649211,0.592775,0.492159,0.0595934,0.847283,0.316188,0.0881291,0.207023,0.166436,0.014796,0.143799,0.181572,0.0306811,0.414054,0.166968
304,0.0455574,0.49859,0.46928,0.0407064,0.870988,0.322843,0.0674332,0.182105,0.147182,0.010687,0.0584734,0.127664,0.0233467,0.300389,0.122863
305,0.0261936,0.49859,0.46928,0.0218194,0.870988,0.322843,0.0467373,0.182105,0.147182,0.006578,0.0584734,0.127664,0.0160123,0.300389,0.122863
306,0.0175448,0.471652,0.468786,0.0146046,0.878839,0.324189,0.0323061,0.173694,0.149883,0.0044078,0.0358645,0.125908,0.0109236,0.261404,0.105679
307,0.0088961,0.444792,0.468292,0.0073897,0.886491,0.325535,0.017875,0.165431,0.152606,0.0022376,0.0189265,0.124163,0.005835,0.224075,0.0899304
308,0.0002474,0.444792,0.468292,0.0001749,0.886491,0.325535,0.0034439,0.165431,0.152606,0.0000674,0.0189265,0.124163,0.0007463,0.224075,0.0899304
309,0.0001649,0.424992,0.432487,0.0001184,0.875119,0.302156,0.0022978,0.158398,0.161625,0.0000478,0.0326192,0.135634,0.0004992,0.212892,0.0883746
310,0.0000825,0.405301,0.396655,0.0000619,0.863315,0.279197,0.0011517,0.151481,0.170871,0.0000282,0.0503011,0.147596,0.000252,0.201903,0.0868357
311,0,0.405301,0.396655,0.00000544,0.863315,0.279197,0.00000561,0.151481,0.170871,0.00000853,0.0503011,0.147596,0.00000483,0.201903,0.0868357
312,0,0.354917,0.347041,0.00000454,0.856663,0.256104,0.00000468,0.151416,0.176734,0.00000712,0.086794,0.156951,0.00000403,0.178068,0.0818365
313,0,0.305962,0.298568,0.00000364,0.84989,0.233626,0.00000375,0.151351,0.182679,0.00000571,0.13181,0.166561,0.00000323,0.155346,0.0770296
314,0,0.305962,0.298568,0.00000274,0.84989,0.233626,0.00000283,0.151351,0.182679,0.0000043,0.13181,0.166561,0.00000244,0.155346,0.0770296
315,0,0.263167,0.239533,0.00000183,0.815826,0.202692,0.00000189,0.183914,0.177453,0.00000287,0.149935,0.137795,0.00000162,0.145343,0.0668878
316,0,0.222336,0.184922,0.000000914,0.779349,0.173446,0.000000943,0.218708,0.172291,0.00000143,0.168951,0.111668,0.000000812,0.135603,0.0578014
317,0,0.222336,0.184922,0,0.779349,0.173446,0,0.218708,0.172291,0,0.168951,0.111668,0,0.135603,0.0578014
318,0.0010028,0.20146,0.167986,0.0036369,0.763585,0.163834,0.0018461,0.204054,0.178036,0.0021003,0.179838,0.123903,0.0002467,0.121094,0.0558259
