hour,nl,de,uk
1002,34928.5,21626.5,35048.5
1003,36391,22964.5,35359
1004,35858,25532.5,35904.5
1005,34128.5,28245.5,35423
1006,32726.5,29929,34848
1007,32168,30363.5,34530.5
1008,31143.5,30809,34516
1009,29683.5,31317,34690.5
1010,28629.5,30871.5,36127.5
1011,28319,29438,35850
1012,27928,28684.5,34789
1013,27900,28241.5,32518.5
1014,28291,28056.5,30402
1015,30464,28523,28953
1016,33222.5,28640,26472.5
1017,34260,28115,24631.5
1018,34811,27355.5,23504
1019,35161.5,26915,22984.5
1020,35643.5,25473,22936.5
1021,35621,23403,23390.5
1022,34964.5,21674.5,23369.5
1023,34128,20811.5,23760.5
1024,33625.5,20174.5,25114
1025,33187.5,20268.5,27059.5
1026,34002.5,20548,28059
1027,35750.5,20813.5,28618
1028,35020.5,21284.5,29332
1029,33040,22143,28694.5
1030,31585,23826,27821.5
1031,31102.5,25261.5,27034
1032,29619.5,26034,26953.5
1033,28436.5,26338.5,27767
1034,27386.5,25734.5,29991.5
1035,26467,24696,30239.5
1036,26096,23756.5,28927.5
1037,25741,23298.5,26788
1038,25197,23507.5,25727.5
1039,24524,24253.5,25467
1040,24951,24706.5,23265.5
1041,26400,24441.5,21662
1042,28155.5,23949,20525
1043,29298,23608,20428.5
1044,29918,22058,20840.5
1045,29823.5,20374.5,21268
1046,29006.5,19254.5,21382.5
1047,28163.5,18594.5,20998
1048,27871.5,18366.5,21484
1049,27578,18348,22209
1050,28878,18386.5,22876
1051,30880,18651,23494.5
1052,30103,18829,24298.5
1053,28403.5,19644.5,24357
1054,27575.5,20783,23977.5
1055,27796.5,22015,23523.5
1056,26983.5,23267.5,23605
1057,25605,24319,25075
1058,24772.5,23977.5,27402.5
1059,24356.5,23248.5,28194.5
1060,24192.5,22659.5,27708
1061,23834.5,22517,26518
1062,23206.5,22488.5,25598
1063,21825.5,22955.5,25131.5
1064,21793.5,23411.5,23511.5
1065,22946.5,23467,22413.5
1066,24448,23440.5,22330
1067,25861,23302.5,22069
1068,27151.5,22470.5,22527
1069,26846.5,20488.5,23643.5
1070,25694,19833.5,25178
1071,24885.5,19425.5,29135.5
1072,24580.5,19362,32250
1073,24514,19584.5,32912.5
1074,25801,20116,32783.5
1075,28517.5,21533,33242.5
1076,28490,25175.5,33859
1077,27593,28332.5,33850.5
1078,27220.5,30148,33993.5
1079,27972.5,31065.5,33542.5
1080,27040,32041.5,33489
1081,26196.5,33186,34010
1082,25854,32795.5,35455.5
1083,25509.5,32369.5,35130
1084,25245,31661.5,34172
1085,25240,30802.5,32165
1086,25807,30073,30644.5
1087,27528,29945.5,29067
1088,30389.5,29782.5,26813.5
1089,31940.5,29524.5,25188
1090,32931,28834.5,24749
1091,33431.5,28106,24624.5
1092,33914.5,25754,24985
1093,33711,23098,25775.5
1094,33255,22147,27049.5
1095,32678,21815,30232
1096,32322,21392.5,33191.5
1097,31774.5,21494,34219.5
1098,32437,21950.5,34684.5
1099,34401.5,23389,35151.5
1100,34045,26309,35545
1101,32629.5,29087,35194
1102,31494.5,31193,35214.5
1103,30940.5,31821.5,34966
1104,29251.5,32472.5,34980
1105,27872.5,33348.5,35361
1106,27320,32746,36544
1107,27102.5,32407,36093
1108,26762.5,32107.5,35006
1109,27016,31727.5,33135.5
1110,27357,31318.5,31562
1111,29549.5,31057.5,30003
1112,32230.5,30821.5,27386.5
1113,33176,30631,25811.5
1114,33682.5,30112,25622
1115,34007.5,29063.5,25447.5
1116,34303,26953,25598.5
1117,33815,24567.5,26128
1118,33034,23601,27285
1119,32193,23017,30247.5
1120,31826.5,22427.5,33269
1121,31573,22447.5,34294.5
1122,32586.5,22742,34532.5
1123,35045,23939,34874
1124,34933,26710.5,35504
1125,33392.5,29392,35358
1126,32118.5,31311,35175
1127,31530,32182.5,34799
1128,29777,32962.5,34585
1129,28872,33659,34846
1130,28515.5,33172,36038
1131,27847,32775,35629.5
1132,27471.5,31926.5,34522.5
1133,27664,31024.5,32663.5
1134,28099.5,30427,31060.5
1135,30440.5,30319.5,29811.5
1136,33202.5,29977.5,27294.5
1137,33950,29478.5,25783
1138,34182.5,29107,24999
1139,34228.5,28671,24729
1140,34585.5,26721,25100
1141,34414.5,24413,25723.5
1142,34082,22919.5,27273
1143,33821,22422,30615
1144,33626,21905.5,33623.5
1145,33263.5,22009.5,34545
1146,34062.5,22476.5,34613.5
1147,36080.5,23648.5,35057
1148,35528.5,26787.5,35489.5
1149,33745,29161.5,35260.5
1150,32382.5,30469,35066
1151,31352,30833,34736.5
1152,29528,31135,34655.5
1153,28140,31995.5,34998
1154,27206.5,31552,36249
1155,26760,31079.5,35931
1156,26532,30213.5,34900.5
1157,26954,29306,33044.5
1158,27466.5,28948.5,31477
1159,30026,29119.5,30214.5
1160,33015.5,29118,27705
1161,33943,29112,26102.5
1162,34330.5,28842.5,25264
1163,34929.5,28609,24868.5
1164,35215.5,26571,25147.5
1165,35050,24236.5,25928
1166,34555.5,22688.5,27249
1167,33974,22257,30370.5
1168,33418,21871.5,33400
1169,32744,21778,34307.5
1170,33501,22212,34420
1171,35534.5,23451,34843.5
1172,35241,26124,35082.5
1173,33495,28736.5,34673
1174,32098.5,30229.5,34076
1175,31097.5,30546,33418
1176,29244,30941.5,33243
1177,27940.5,31569,33990.5
1178,27276,31319,35536
1179,26847,30654,35135.5
1180,26693.5,28963.5,33794
1181,26929.5,28569,31891.5
1182,27266.5,28408.5,30278.5
1183,29688.5,28690,29264.5
1184,32858.5,28784.5,27004.5
1185,34123.5,28564,25262
1186,34418.5,27963,24534.5
1187,34728.5,27730.5,23978.5
1188,34906.5,26087,23933.5
1189,34498.5,23952,24558.5
1190,33823,21897,24400.5
1191,33178.5,20941,24457.5
1192,32771,20867.5,25696
1193,32387,21240,27296
1194,33275.5,21192,28444.5
1195,34913,21363,29026.5
1196,34367,21569,29331.5
1197,32204,22799,28818
1198,30749,24270,28026
1199,30173,25502,27375.5
1200,28443.5,26006,27569
1201,26988.5,26470,28693.5
1202,26333,26155.5,30783.5
1203,25728,25203.5,30767.5
1204,25468,24006,29680
1205,25710,23687,27723
1206,25326,23580.5,26610
1207,24726.5,23928.5,26360
1208,25488,24238.5,24494
1209,26939.5,24174.5,22488.5
1210,28004,23747,21655
1211,28561.5,23777.5,21271.5
1212,28920.5,22629,21616.5
1213,29258,21034.5,21698.5
1214,28512.5,19917.5,21356.5
1215,27753.5,19198.5,20926
1216,27470,19173.5,21412.5
1217,27325,19259,22628
1218,28386,19145.5,23772.5
1219,30850.5,19219,24999.5
1220,30575,19224,26473
1221,28743.5,19615,26304.5
1222,27793.5,20754.5,25404.5
1223,27697,21535.5,24800
1224,26412.5,22486.5,24705
1225,25227.5,23667.5,25876.5
1226,24024.5,23751.5,28027
1227,23513.5,22994,28584.5
1228,23294.5,22525.5,27977.5
1229,23008.5,22480.5,26838
1230,22798,22769.5,26290.5
1231,21829.5,23378.5,26205.5
1232,22201,23811,24377.5
1233,22852,23939,23283.5
1234,23693.5,24118.5,22815.5
1235,24763,24059,22758.5
1236,25890.5,23093,23174
1237,25631,21356,24215.5
1238,24611.5,21346,25783.5
1239,23809.5,21451.5,29815
1240,23533,20393,33499
1241,23747.5,20222,34824
1242,25270,20962.5,35115.5
1243,28434,22659,35849
1244,28524,26495,36485.5
1245,27584,29392,36433.5
1246,27071,31372.5,36426
1247,27350,32606.5,36075
1248,26021.5,33481,35974
1249,25083,34407,36140
1250,24568,33893.5,36879
1251,24534,33317.5,36303
1252,24532,32944,35317.5
1253,24963,32796.5,33454.5
1254,25652,31978,32009.5
1255,29210.5,31727,30949
1256,32454.5,31414.5,28456
1257,33645,31101.5,26708.5
1258,33890,30702.5,26171.5
1259,34096.5,29817,26396.5
1260,34567,27636,26542
1261,34355.5,25074,27151.5
1262,33952.5,24001,28069.5
1263,33363,23358.5,31657
1264,32948,22753.5,34933.5
1265,32411.5,22822.5,35833.5
1266,33316.5,23474.5,35998.5
1267,35819,24606.5,36369.5
1268,35494,27497,37136.5
1269,33668.5,29750,37031
1270,32142.5,31428.5,36882.5
1271,31137.5,32282.5,36651.5
1272,29296.5,32980,36449
1273,27755.5,33715.5,36691.5
1274,27111,33326,37757
1275,26784,32546.5,37368
1276,26688.5,31914,36161
1277,27021,31308,34301.5
1278,27621,30584.5,32883
1279,30488.5,30453.5,31640.5
1280,33243.5,30345,29483
1281,34192,29957,27570.5
1282,34240.5,29509.5,26729.5
1283,34483.5,28819,26338.5
1284,34901.5,26950,26528
1285,34686,25418,26754.5
1286,34502.5,24209,27993.5
1287,33979,23671,31506.5
1288,33689.5,23078.5,34733
1289,33001,22896,35706
1290,33467,23507.5,35917
1291,35337,24948,36428.5
1292,35090,27836.5,36897
1293,33195,30179.5,36618.5
1294,31571.5,31533,36334.5
1295,30457.5,31946,35916
1296,28477.5,32521.5,35701
1297,26854.5,33095.5,36157
1298,26069,32614,37435
1299,25803.5,32114.5,37029
1300,25635.5,31467.5,36097.5
1301,25942.5,30588,34298
1302,26902.5,29958.5,32733.5
1303,29878,30089.5,31431
1304,32877,30023,29023
1305,33818.5,29807.5,27178.5
1306,33630.5,29549.5,26484.5
1307,33711.5,28680,26261.5
1308,33935.5,26463,26266.5
1309,33625.5,24248,26673
1310,33240,22806.5,27667
1311,32618.5,22282,31073
1312,32390,21833.5,34403.5
1313,31946.5,21942,35273.5
1314,32749,22426,35202
1315,35014.5,23709,35535
1316,34955.5,26935,35959.5
1317,33279.5,29586,35895.5
1318,31618.5,30900,35802.5
1319,30306,31296,35623.5
1320,28183.5,31958,35719.5
1321,26199.5,32598,36317
1322,25678,32297,37321.5
1323,25639,32259,36920.5
1324,25899,31767.5,36035
1325,26341,31458,34259
1326,27063.5,30813.5,32731
1327,29924.5,30887,31473
1328,32667,30695,29159.5
1329,33524.5,30601,27540.5
1330,33226,30225,26782.5
1331,33385,28924,26487.5
1332,33252,26822,26598.5
1333,33073.5,24375.5,27205.5
1334,32967.5,23097,28222.5
1335,32433,22637,31257.5
1336,32337,22328.5,34341.5
1337,32002.5,22354,35066.5
1338,32965.5,22830,35149.5
1339,34962,24406.5,35430
1340,34698,27744.5,35668.5
1341,33071.5,30489,35508
1342,31519.5,32265.5,34894
1343,30381.5,32895,34496
1344,28108,33646,34318.5
1345,26397,34326,35128.5
1346,25352.5,33425,36341
1347,25156,32231,35831
1348,25224.5,30611.5,34652
1349,25530.5,29801.5,32889.5
1350,26232,29409.5,31542.5
1351,28806,29817,30780
1352,31681,30008.5,28888.5
1353,32977,29672,27225
1354,33157,29094,26192.5
1355,33173,27858,25609.5
1356,33306.5,26119,25712
1357,32950,24078.5,25754.5
1358,32323.5,22621.5,25463.5
1359,31767.5,22087,25102.5
1360,31586.5,21709.5,26579.5
1361,31328.5,21367.5,28133.5
1362,31941,21240,29544
1363,33758,21484,30054.5
1364,33482.5,22087,30172
1365,31928.5,23141.5,29767.5
1366,30523,24768.5,29067.5
1367,29702,25976.5,28669
1368,27974.5,26918,28802.5
1369,26780,27415,29987
1370,25876,26611,31782.5
1371,25974,25462,31638.5
1372,26081,24693,30674
1373,26025,24259,28894
1374,25391.5,24192.5,27955.5
1375,25046,24459,28007
1376,25516.5,24895.5,26634
1377,26725.5,24937,25374.5
1378,27639,24658,24219.5
1379,27908,24011,23632.5
1380,27965.5,22906.5,23632.5
1381,27664.5,21283.5,23698.5
1382,26969,19734,23136.5
1383,25845,19079,22355
1384,25730.5,18663,22961
1385,25820.5,18421,24144.5
1386,26723,19022,25500
1387,29293.5,19057,26613.5
1388,29413,19330.5,27702.5
1389,27552.5,19968,27625
1390,26210,20883,26846.5
1391,25949.5,21884,26411
1392,24583.5,22859,26254.5
1393,22994.5,24170.5,27463.5
1394,21644.5,24222,29614
1395,21085.5,23613.5,30233
1396,21312,23000,29764
1397,21826.5,22565,28887
1398,21854,22993.5,28460.5
1399,21344,23291,28594.5
1400,21364.5,24125.5,27230
1401,22524.5,24397.5,26381
1402,23890.5,24710.5,25770.5
1403,25158.5,24030,25709.5
1404,26225.5,23144,25686
1405,26000,21396.5,26225
1406,25241,20283.5,27539.5
1407,24782.5,19868,31363
1408,24825,19928.5,35006.5
1409,25347.5,20298,36152.5
1410,26488,20436,36597.5
1411,29011,22016.5,37283.5
1412,29700,26192.5,37793.5
1413,28606,29095.5,37803
1414,28207,30894.5,37653.5
1415,28547,31542,37210
1416,27216.5,32081,36931.5
1417,26456,32626.5,37465.5
1418,25905,32265.5,38418.5
1419,25560.5,31774,37918
1420,25729.5,31188.5,37191
1421,26260,30620,35405
1422,27452.5,29996.5,33889
1423,30743.5,30047,32771
1424,33475,30086.5,30864
1425,34141.5,30077,29577.5
1426,34043.5,29774,28808.5
1427,34042.5,28503.5,28105.5
1428,34318.5,26303.5,27856
1429,34054,23896,28022.5
1430,33863,22486.5,28789
1431,33492,22191.5,31967
1432,33320,22101.5,35150
1433,33040.5,22327,35801.5
1434,33795.5,22966,35921
1435,35842,24278.5,36259.5
1436,36384,27353.5,36771.5
1437,34545,29831.5,36480.5
1438,33018,31006,36385
1439,32035.5,31387,36033.5
1440,29950,32148.5,35966.5
1441,28685,32504,36802
1442,28256,31774,38083
1443,28036,31134,37814.5
1444,27923.5,30350,36923.5
1445,27956.5,29685.5,35364
1446,28671.5,29046,33863.5
1447,31849.5,29203,32962
1448,34593.5,29325,30853
1449,35609,29381.5,30097.5
1450,35447.5,29709.5,29605
1451,35239,28572.5,29097.5
1452,35515.5,26191,29073.5
1453,35458.5,23793,29513.5
1454,35203.5,23136,30524.5
1455,34717,22926.5,33648.5
1456,34367.5,22756,36977.5
1457,33821,22803,37650
1458,33971,23397.5,37676
1459,35964.5,24682.5,37839
1460,36369,27908,38406
1461,34509,30305,38528.5
1462,32919.5,31368,38602
1463,31737.5,31468.5,38189.5
1464,29650,31709,38250
1465,28537,32259.5,38999.5
1466,27821.5,31943.5,39942
1467,27719,31850.5,39509.5
1468,27722,31392.5,38632.5
1469,28158,30658.5,37333
1470,28656.5,29732.5,35886
1471,31449.5,29674.5,34972.5
1472,33731,29869,33527
1473,34448.5,30184.5,32401
1474,34118,30447.5,31233
1475,34007.5,29053.5,30328
1476,33928,26814,29574.5
1477,33310.5,24537,29639
1478,32999,23105.5,30322.5
1479,32733,22661.5,32992
1480,32743.5,22533.5,35850.5
1481,32720.5,22557,36503
1482,33795.5,23264.5,36612
1483,36250,24531.5,37071
1484,36556,27680.5,37435.5
1485,34763,30067.5,37347
1486,33111,31060.5,37212
1487,31951,31149,36693
1488,29931.5,31522.5,36542
1489,28620,32186,37141.5
1490,28162,31899.5,38266.5
1491,27929.5,31872.5,37860.5
1492,27938,31217,37189
1493,28178.5,30754,35767
1494,29047,30073,34518
1495,31797,30061,33669.5
1496,34041,30272,32077
1497,34708.5,30487.5,30604
1498,34515.5,30704,30219
1499,34396.5,29206.5,29565.5
1500,34498.5,26978,29297.5
1501,33959,24724,29217.5
1502,33674,23471.5,30114
1503,33227,22983,32687.5
1504,33079.5,22878,35711.5
1505,32963,23018.5,36464.5
1506,33364,23786.5,36587.5
1507,35348.5,25038,36986
1508,35951.5,28214,37211.5
1509,34220,30557.5,36987.5
1510,32738,31749.5,36226
1511,31809.5,31830.5,35542.5
1512,30069.5,32200,35263.5
1513,28476.5,32412,36202.5
1514,27937,31775.5,37365.5
1515,27299,31170,37043
1516,27159,30546.5,36046.5
1517,27440.5,29924.5,34289.5
1518,28117.5,29279.5,33240.5
1519,30845.5,29498,32904.5
1520,32969,29491.5,31165
1521,33589.5,29611,29841
1522,33348.5,29919,28794.5
1523,33416.5,28414.5,27925.5
1524,33823.5,26496.5,27627.5
1525,33408.5,24230,27596.5
1526,32859,22476,27281
1527,32319.5,21619,26958.5
1528,32030,21523.5,28257
1529,32168.5,21271,29741
1530,33317.5,21419,31153
1531,35437,21764.5,31785
1532,35718,22341.5,32153.5
1533,33412,23510,31924
1534,31563,25394.5,30983.5
1535,30613.5,26413,30374
1536,28737.5,26970,30190
1537,27235.5,27335,31563
1538,26163,26435,33352.5
1539,25578,25625.5,33004.5
1540,25945,24800.5,32099
1541,26032,24202,30422.5
1542,25745.5,24000.5,29748.5
1543,24742.5,24476,29313.5
1544,25150,25145,28233.5
1545,26767.5,25522.5,26887
1546,28252.5,25754,25919.5
1547,28870.5,24663.5,25498
1548,29220,23572.5,25072.5
1549,28636.5,21602,25088.5
1550,27586.5,20089,25001.5
1551,26883.5,19556.5,24253.5
1552,26754.5,19414,24787
1553,26860,19345.5,26220.5
1554,27611.5,19504,27429
1555,29999.5,19637.5,28431.5
1556,30611,19203.5,29840.5
1557,28994,19783,30023
1558,27843,20719,29250
1559,28096.5,21781,28406
1560,27150,22411,28203.5
1561,25951,22880.5,29222
1562,25169.5,22470.5,30593.5
1563,24718,21639.5,30773.5
1564,24348,21047.5,30275
1565,24237,20661.5,29191
1566,23795,20907.5,28685.5
1567,22563.5,22020.5,28977.5
1568,22552.5,23589.5,27451
1569,23618.5,24536,26130.5
1570,24489,25385.5,25402.5
1571,25122.5,24892,25395.5
1572,25757,23911,25280
1573,25337.5,21975.5,25950.5
1574,24118,20616,27317.5
1575,23419,20342.5,30850.5
1576,23287.5,20283,34261.5
1577,23674.5,20462,35377
1578,25197.5,21301,35566.5
1579,28075.5,23118,36070
1580,29504,27195.5,36590.5
1581,28551,29788,36551.5
1582,27926,31017.5,36330
1583,28568,31013.5,35888
1584,27499.5,31151.5,35648.5
1585,26675.5,31542,36164
1586,26436,31049.5,37245.5
1587,26439.5,30423,36872
1588,26265.5,29991,36061
1589,26707.5,29590.5,34454
1590,27969,29083,33209
1591,30948.5,29322.5,32509
1592,33195.5,29818,30346
1593,34187.5,30369,28826
1594,34121,30740.5,28009
1595,34191.5,29148.5,27724.5
1596,34539.5,26947,27559.5
1597,34275.5,24762,27927.5
1598,34035,22915.5,28809
1599,33526,22419.5,31721
1600,33282.5,21988.5,35031
1601,33029.5,22088.5,35969
1602,33636.5,22754.5,35883
1603,35257.5,24433.5,36223
1604,36317,27928.5,36622.5
1605,34614.5,30460.5,36566
1606,32945,32063,36376
1607,31984,32838.5,36091.5
1608,30385.5,33223,35941
1609,29298.5,34488,36793
1610,28757.5,33855,37556
1611,28279,33575,37077.5
1612,28204,33249.5,36177.5
1613,28603.5,32980.5,34587
1614,29251.5,32154,33229
1615,31729.5,32110.5,32166.5
1616,33953.5,31858.5,30091
1617,34387.5,31999.5,28459
1618,34046.5,32004.5,27883
1619,34025,30173.5,27425
1620,34165.5,27961.5,27345.5
1621,34004.5,25660,27707
1622,33861,24321.5,28265
1623,33485.5,23655,31506
1624,33390.5,23024,34994
1625,33443.5,23144.5,35978
1626,34102,23902.5,36049
1627,35893,25307.5,36484.5
1628,37051,28901.5,36985.5
1629,35399,31705.5,36736.5
1630,33891,33099,36599
1631,33103,33648,36284
1632,31520,34510.5,36338.5
1633,28855,35289,36965
1634,28209,35033,37788
1635,27676.5,34932.5,37410.5
1636,27513,34192.5,36501
1637,27755,33637,34784.5
1638,28528.5,33024,33549
1639,31107,32578,32522.5
1640,33297,32204.5,30374.5
1641,34088,32197,28926.5
1642,34559.5,31784.5,28051.5
1643,35281.5,30115.5,27751
1644,35212,27852,27829
1645,34679,25355,28246
1646,34269.5,24033.5,28981
1647,33176,23568,31752
1648,33347.5,23069,34899
1649,33150.5,23064,35741.5
1650,33481.5,23665.5,35942.5
1651,35141,25236.5,36571.5
1652,36075.5,28875,37047
1653,34213,31592,36942.5
1654,32492.5,32983.5,36783
1655,31794.5,33143.5,36615.5
1656,30147,33507.5,36654
1657,29015,34528,37270
1658,28454,33951.5,38412.5
1659,27928,33155,38036
1660,27827,32894,37017.5
1661,28217.5,32152,35224
1662,28984.5,31463,34044.5
1663,31599.5,31313,32846
1664,33925.5,31386.5,30748
1665,35091,31670,29419.5
1666,35364,31685.5,28869.5
1667,35567.5,29908.5,28208
1668,35869.5,27685,28341
1669,35427,25421,28601
1670,35382,23775.5,29400
1671,34745.5,23286,32132.5
1672,34401.5,22791,35126.5
1673,33786.5,22832,35894
1674,34180.5,23343,35905
1675,35700,24707,36281
1676,36740.5,28516,36473.5
1677,35115,31166.5,36213.5
1678,33488,32294.5,35628.5
1679,32456,32492,34926
1680,30647,33073.5,34846.5
1681,29508.5,33317,35913.5
1682,28552.5,32600,36995
1683,27853,31789,36352
1684,27681,30945.5,35213.5
1685,27786.5,30484.5,33408
1686,28636,30078.5,32183.5
1687,30978,30213,31897
1688,33079,30230.5,30047.5
1689,34441,30457,28262
1690,34841,30662,27972
1691,35032.5,28746,27437
1692,35039,26945,27174.5
1693,34524,24654.5,27293
1694,33651,22393,27151.5
1695,32662.5,21363,27314.5
1696,31958.5,21076.5,28386.5
1697,31595,21141.5,29925.5
1698,31853.5,21243.5,31592
1699,33046,21533.5,32518
1700,33306.5,22270.5,32888
1701,31435,23417.5,32871.5
1702,30015,25346,32265.5
1703,29453.5,26556,31696.5
1704,27903,26824,31577.5
1705,26137,26685.5,32316
1706,25124,26075.5,33454
1707,24368,25150.5,33116.5
1708,24221.5,24308.5,32020.5
1709,24300,23645,30460
1710,24064,23667,29539.5
1711,23664,24359,29427.5
1712,24167,25100,27947
1713,25882.5,25536.5,26487
1714,27241.5,26017.5,25487
1715,28046.5,24457,24720.5
1716,28374.5,23240.5,24439
1717,28200.5,21472.5,24262
1718,27488.5,20491,24013.5
1719,26886,19399.5,22917
1720,26582.5,19002.5,23314.5
1721,26666.5,19234.5,24201.5
1722,27360,19230.5,25461.5
1723,28678.5,19467.5,26895
1724,28880,19809,28383
1725,27138.5,20173.5,28629.5
1726,26279.5,21261.5,27571
1727,26262,22053.5,27086
1728,24998.5,22988,27048
1729,24179,23957,28254.5
1730,23049,23792,29790.5
1731,22202,22948.5,30222.5
1732,21958,22209,29643
1733,21832,21747.5,28711.5
1734,21585,21951.5,28427
1735,20819.5,22818.5,28468.5
1736,20863,23787,27252.5
1737,22254.5,24965.5,26443.5
1738,23596.5,25958,25893
1739,24536,24903.5,25547
1740,25717.5,24095,25442
1741,25895.5,22321.5,26044.5
1742,24929,21057,27267
1743,24264.5,20743.5,30684
1744,24006.5,20483,34264
1745,23935.5,20563.5,35305
1746,24782,21366,35268
1747,26623,22956.5,35539.5
1748,27535.5,27912,35893.5
1749,26342,31037,35759
1750,25676,32477,35678
1751,25841,32830.5,35315
1752,24758,33357.5,35402
1753,24079,33967.5,36313.5
1754,23411.5,33434.5,37489
1755,23526,33082.5,37306.5
1756,23689.5,32246.5,36464
1757,24405.5,31838,34839.5
1758,25650.5,31062,33420
1759,28790,31032,32694
1760,31357.5,31060.5,30688
1761,32756.5,31626.5,29549.5
1762,33033.5,31773,28437.5
1763,33322,29705,28321.5
1764,33839,27197,28122.5
1765,33805,24482,28463.5
1766,33922.5,23187,29249.5
1767,33791.5,22534.5,32174.5
1768,33609.5,22456.5,35134.5
1769,33172.5,22793.5,35977.5
1770,33353.5,23471.5,35924
1771,34777,25165.5,36385
1772,35238.5,29188,36904
1773,33175,31907,36790
1774,31311,33355.5,36855.5
